device_id,event_id,timestamp,longitude,latitude,city,state,gender,age,group,phone_brand,device_model
-4635238796093406953,14144,2016-05-07 13:19:10,75.941772,22.773325,Indore,MadhyaPradesh,F,19,F23-,Huawei,麦芒3
-4629541065314210297,478190,2016-05-07 01:17:05,93.823555,25.950537,Dimapur,Nagaland,M,22,M22-,Huawei,Ascend P8
-4628466664301546187,12018,2016-05-04 12:18:31,75.925552,22.799812,Indore,MadhyaPradesh,F,39,F33-42,Xiaomi,MI 4
-4625955088879382316,282963,2016-05-04 16:56:19,78.465218,25.698841,Datia,MadhyaPradesh,F,22,F23-,Coolpad,大神F2
-4610024517093079113,286337,2016-05-02 19:43:26,78.838409,26.644936,Bhind,MadhyaPradesh,F,67,F43+,Xiaomi,小米note
-4605138534837227178,111265,2016-05-02 22:33:02,83.431076,21.946074,Raigarh,Chhattisgarh,M,34,M32-38,vivo,X5M
-4600474085016998519,2998647,2016-05-02 13:56:10,77.43235,23.291559,Bhopal,MadhyaPradesh,F,41,F33-42,Huawei,荣耀3X畅玩版
-4595339631589549100,203966,2016-05-05 14:44:35,78.334183,30.218132,Rishikesh,Uttaranchal,M,30,M29-31,Meizu,MX4
-4594821528106952931,173096,2016-05-07 10:05:33,75.099083,24.151192,Mandsaur,MadhyaPradesh,F,51,F43+,Samsung,A3800d
-4592966160657527638,12318,2016-05-05 12:25:40,75.882416,22.77367,Indore,MadhyaPradesh,M,26,M23-26,Xiaomi,红米2
-4592630369548565048,12678,2016-05-07 12:17:32,75.920067,22.7698,Indore,MadhyaPradesh,M,21,M22-,vivo,X6
-4592269048894431292,377470,2016-05-01 14:52:24,81.356491,24.57221,Rewa,MadhyaPradesh,F,23,F23-,vivo,X5Pro
-4584894180390507825,77041,2016-05-05 09:13:30,77.104507,23.226357,Sehore,MadhyaPradesh,F,29,F29-32,Huawei,荣耀3C
-4582826907911199747,125917,2016-05-05 08:12:20,77.10199,23.23736,Sehore,MadhyaPradesh,F,27,F27-28,Xiaomi,红米
-4580949582376602419,798556,2016-05-01 18:20:57,94.342972,26.147984,Wokha,Nagaland,F,57,F43+,Huawei,Ascend P7
-4580846346771082281,33351,2016-05-01 06:29:32,78.251007,30.01602,Haridwar,Uttaranchal,M,29,M29-31,Huawei,Y511-T00
-4580176423912273671,12156,2016-05-05 12:27:17,75.875046,22.768171,Indore,MadhyaPradesh,F,21,F23-,Samsung,Galaxy A5
-4576223476438734751,12058,2016-05-04 12:04:15,75.876381,22.768002,Indore,MadhyaPradesh,M,20,M22-,Xiaomi,MI 2
-4568282923907510358,334833,2016-05-05 00:38:16,93.757729,25.996174,Dimapur,Nagaland,M,26,M23-26,华硕,飞马
-4559107769955034445,918562,2016-05-04 05:51:00,79.535202,23.878117,Damoh,MadhyaPradesh,F,22,F23-,联想 ,V5 Max
-4558099884662659870,12604,2016-05-07 12:31:15,75.902069,22.754747,Indore,MadhyaPradesh,M,28,M27-28,OPPO,Find 7
-4551768034596689389,12401,2016-05-06 12:06:59,75.934578,22.752455,Indore,MadhyaPradesh,M,39,M39+,Xiaomi,MI 4
-4550670263822360092,83050,2016-05-03 07:51:17,81.600624,20.765421,Dhamtari,Chhattisgarh,F,27,F27-28,Xiaomi,天鉴W900
-4547337748907986143,46077,2016-05-06 13:11:03,77.283051,24.492004,Raghogarh,MadhyaPradesh,M,37,M32-38,Samsung,Galaxy Mega 6.3
-4546870460291817937,490715,2016-05-07 00:32:34,78.350983,22.065874,Sarni,MadhyaPradesh,F,26,F24-26,OPPO,R3
-4543515166884146720,10797,2016-05-05 11:00:37,75.881874,22.771763,Indore,MadhyaPradesh,M,30,M29-31,Samsung,Galaxy Note 3
-4539574543957825707,377948,2016-05-04 14:41:47,76.133896,23.067478,Dewas,MadhyaPradesh,M,46,M39+,Xiaomi,MI 3
-4539008087639869740,13599,2016-05-04 13:24:35,75.889977,22.765665,Indore,MadhyaPradesh,M,39,M39+,Huawei,荣耀X2
-4530347643498611187,10826,2016-05-05 11:24:51,75.949997,22.7994,Indore,MadhyaPradesh,F,28,F27-28,vivo,Y33
-4527273764405602814,13349,2016-05-03 13:37:25,75.947678,22.781029,Indore,MadhyaPradesh,M,35,M32-38,锤子,T1
-4525697931560144077,459430,2016-05-02 19:59:26,78.315323,22.118725,Sarni,MadhyaPradesh,M,28,M27-28,锤子,T1
-4525455685859629388,12820,2016-05-01 13:54:01,75.871964,22.791037,Indore,MadhyaPradesh,M,29,M29-31,Meizu,魅蓝Note 2
-4518028670643617368,2427640,2016-05-06 12:45:28,77.98011,21.982004,Betul,MadhyaPradesh,M,61,M39+,Xiaomi,红米1S
-4511195116569644085,2021554,2016-05-03 11:30:47,75.215202,33.797077,Anantnag,JammuandKashmir,M,33,M32-38,Xiaomi,红米Note2
-4503122040569510916,13564,2016-05-04 13:27:21,75.953827,22.78714,Indore,MadhyaPradesh,M,24,M23-26,Xiaomi,红米
-4490621744705519753,94981,2016-05-02 17:19:30,80.884171,24.653852,Satna,MadhyaPradesh,F,27,F27-28,Huawei,荣耀3C
-4482334208037383885,11517,2016-05-02 11:59:47,75.956528,22.730791,Indore,MadhyaPradesh,M,25,M23-26,Huawei,Ascend P7
-4467339286342432044,11793,2016-05-03 12:27:54,75.917252,22.748711,Indore,MadhyaPradesh,M,29,M29-31,OPPO,R7s
-4459670096697828525,483651,2016-05-03 08:52:58,75.618782,32.448257,Kathua,JammuandKashmir,F,20,F23-,Xiaomi,小米4C
-4457816891059890131,41007,2016-05-07 10:41:58,78.322968,22.134235,Sarni,MadhyaPradesh,M,51,M39+,vivo,S7I
-4437578043588993156,321466,2016-05-06 21:38:36,76.431229,21.919355,Khandwa,MadhyaPradesh,M,29,M29-31,Xiaomi,MI 2S
-4433963548572381715,1115292,2016-05-07 10:26:10,81.697739,21.262802,Raipur,Chhattisgarh,M,21,M22-,Xiaomi,MI 2S
-4429887313542795205,728628,2016-05-07 23:24:03,81.639481,20.792681,Dhamtari,Chhattisgarh,M,27,M27-28,Xiaomi,红米note
-4428097779309082184,118604,2016-05-05 22:39:13,75.162994,23.737267,Jaora,MadhyaPradesh,M,19,M22-,Huawei,Mate 7
-4424182529634775586,22717,2016-05-06 19:23:19,75.191978,32.983185,Udhampur,JammuandKashmir,F,26,F24-26,vivo,X3L
-4424025195546215079,23194,2016-05-02 20:44:04,79.54985,29.304329,Haldwani,Uttaranchal,M,31,M29-31,Huawei,荣耀6 Plus
-4422342567308107522,29398,2016-05-03 00:18:12,78.018745,23.915073,Basoda,MadhyaPradesh,F,30,F29-32,Huawei,Ascend P6
-4421494785304345457,112290,2016-05-04 22:44:17,75.38353,22.676558,Dhar,MadhyaPradesh,M,24,M23-26,Samsung,A320t
-4419855453005150925,83662,2016-05-01 13:41:16,81.36216,21.299189,Durg,Chhattisgarh,F,32,F29-32,Samsung,Galaxy Note 3
-4415820920407594975,127530,2016-05-06 09:07:17,82.189713,22.188593,Bilaspur,Chhattisgarh,M,30,M29-31,OPPO,R1S
-4414009932414449721,111554,2016-05-07 08:37:48,75.154114,21.760551,Sendhwa,MadhyaPradesh,F,25,F24-26,Samsung,Galaxy S3
-4413751841574578796,1692727,2016-05-05 17:48:42,77.849434,23.629902,Vidisha,MadhyaPradesh,M,23,M23-26,Samsung,Galaxy A7
-4411707724880317725,303997,2016-05-01 11:16:18,77.24733,24.538483,Raghogarh,MadhyaPradesh,M,30,M29-31,Xiaomi,MI 4
-4406857809054645552,14449,2016-05-01 14:09:38,75.958908,22.817593,Indore,MadhyaPradesh,M,43,M39+,白米,BM003
-4404420843127267204,11012,2016-05-06 11:10:47,75.910912,22.743067,Indore,MadhyaPradesh,M,32,M32-38,Meizu,MX3
-4399462588149285735,1159057,2016-05-02 20:52:14,78.264954,24.22846,BinaEtawa,MadhyaPradesh,M,34,M32-38,Meizu,MX4
-4385956744395497208,90774,2016-05-05 15:13:10,75.462395,23.538067,Nagda,MadhyaPradesh,F,27,F27-28,Huawei,荣耀6
-4384905434159083605,36435,2016-05-03 08:25:18,81.303009,21.225079,Durg,Chhattisgarh,F,28,F27-28,Huawei,Ascend P7
-4381730793501125989,12639,2016-05-07 12:55:13,75.959831,22.761234,Indore,MadhyaPradesh,F,32,F29-32,Xiaomi,红米1S
-4371088620561142683,55232,2016-05-03 19:11:57,94.127724,25.735447,Kohima,Nagaland,M,23,M23-26,OPPO,R3
-4370696809239943432,60158,2016-05-07 21:45:15,75.198059,23.685122,Jaora,MadhyaPradesh,M,36,M32-38,Xiaomi,MI 2S
-4369011540642820682,11552,2016-05-02 12:07:20,75.91423,22.760309,Indore,MadhyaPradesh,M,29,M29-31,OPPO,R6007
-4368209417991377130,143656,2016-05-02 20:48:49,81.374336,24.540928,Rewa,MadhyaPradesh,F,28,F27-28,LG,G4
-4359752549882079576,2436492,2016-05-02 21:26:21,81.57299,21.284351,Charoda,Chhattisgarh,M,26,M23-26,Meizu,魅蓝NOTE
-4356744239622405397,87376,2016-05-03 14:05:43,78.385971,30.157724,Rishikesh,Uttaranchal,M,33,M32-38,Samsung,Galaxy Note 3
-4355245869041197971,14299,2016-05-01 14:21:14,75.91803,22.817274,Indore,MadhyaPradesh,M,20,M22-,Meizu,MX5
-4354388570253365309,488363,2016-05-01 11:54:20,77.692245,25.472292,Shivapuri,MadhyaPradesh,M,26,M23-26,Huawei,畅享5S
-4346969187789013193,472903,2016-05-06 21:24:14,78.17067,30.047709,Haridwar,Uttaranchal,F,27,F27-28,Samsung,Galaxy S3
-4345071462122713940,13933,2016-05-06 13:26:41,75.898872,22.780161,Indore,MadhyaPradesh,M,23,M23-26,OPPO,R7s
-4336411636759832095,514290,2016-05-07 18:01:57,78.886902,24.775162,Tikamgarh,MadhyaPradesh,M,33,M32-38,TCL,P500M
-4332896972216078534,11706,2016-05-03 12:30:17,75.902405,22.807863,Indore,MadhyaPradesh,M,22,M22-,Meizu,魅蓝metal
-4330076966761930989,10978,2016-05-06 11:26:50,75.940742,22.801159,Indore,MadhyaPradesh,M,38,M32-38,Xiaomi,红米
-4329100883896345792,1697492,2016-05-07 20:16:38,75.202209,23.708464,Jaora,MadhyaPradesh,M,28,M27-28,Samsung,A820t
-4328523299637802512,12387,2016-05-06 12:36:21,75.93676,22.746338,Indore,MadhyaPradesh,F,39,F33-42,Xiaomi,MI 2S
-4324612324484303717,870852,2016-05-02 20:34:21,78.760704,23.934956,Sagar,MadhyaPradesh,F,27,F27-28,Xiaomi,ELIFE S5.5
-4322972787647067107,172218,2016-05-02 10:56:35,75.550446,32.437675,Kathua,JammuandKashmir,M,31,M29-31,HTC,802w
-4322460497695537785,21340,2016-05-01 19:51:04,78.522713,25.766384,Datia,MadhyaPradesh,M,25,M23-26,Huawei,荣耀畅玩4X
-4306146018504031251,100256,2016-05-01 19:51:40,80.016579,23.249966,JabalpurCantonment,MadhyaPradesh,M,47,M39+,vivo,X6 D
-4305164310932867777,275972,2016-05-06 10:22:37,79.996849,23.229252,Jabalpur,MadhyaPradesh,M,30,M29-31,Huawei,荣耀6
-4296584415415502143,384396,2016-05-04 19:10:08,78.236107,26.292255,Gwalior,MadhyaPradesh,F,27,F27-28,Meizu,魅蓝metal
-4296320201702704753,68076,2016-05-03 04:54:42,77.599869,23.15522,Mandidip,MadhyaPradesh,F,24,F24-26,Xiaomi,MI 2
-4285523286861152040,376569,2016-05-04 13:45:38,93.749947,25.952953,Dimapur,Nagaland,M,18,M22-,Huawei,HN3-U01
-4282436928950243749,1538423,2016-05-07 12:50:50,77.847252,23.57317,Vidisha,MadhyaPradesh,M,35,M32-38,vivo,X1ST
-4281658041551900643,44625,2016-05-07 12:45:08,77.850807,23.600231,Vidisha,MadhyaPradesh,M,31,M29-31,Huawei,荣耀畅玩4C运动版
-4272596267123315567,14681,2016-05-03 14:45:16,75.949623,22.808258,Indore,MadhyaPradesh,F,54,F43+,Xiaomi,MI 2S
-4269976827906812722,14100,2016-05-06 13:17:58,75.95417,22.739767,Indore,MadhyaPradesh,M,20,M22-,Xiaomi,红米
-4258840466651766360,26363,2016-05-02 22:32:30,81.420914,23.368587,Shahdol,MadhyaPradesh,F,46,F43+,Samsung,Galaxy Note 2
-4255934978668536589,278292,2016-05-03 12:35:26,82.70443,22.370298,Korba,Chhattisgarh,M,40,M39+,Samsung,Galaxy S2
-4254499535299451283,310333,2016-05-03 15:52:47,77.434113,23.273998,Bhopal,MadhyaPradesh,M,48,M39+,vivo,S12
-4252644603306547345,13823,2016-05-05 13:14:32,75.918755,22.793756,Indore,MadhyaPradesh,F,38,F33-42,vivo,Y13
-4249391791912170766,11002,2016-05-06 11:56:19,75.870361,22.784548,Indore,MadhyaPradesh,F,35,F33-42,vivo,X3S
-4248738603898077147,301802,2016-05-01 10:41:55,74.496193,34.342651,Sopur,JammuandKashmir,M,28,M27-28,OPPO,R7s
-4234877885885433011,450375,2016-05-01 12:22:24,76.336372,23.447882,Shajapur,MadhyaPradesh,M,21,M22-,Xiaomi,S5.5L
-4233303431379823392,1529582,2016-05-02 10:23:40,82.291855,23.887575,Singrauli,MadhyaPradesh,M,20,M22-,Xiaomi,红米1S
-4229815843211107303,521966,2016-05-03 17:17:24,77.116371,23.237158,Sehore,MadhyaPradesh,M,53,M39+,Xiaomi,MI 4
-4229503727397385997,1285543,2016-05-06 13:56:56,82.333321,23.919941,Singrauli,MadhyaPradesh,M,24,M23-26,Huawei,C8817E
-4228236775169450336,217495,2016-05-02 06:33:29,74.540886,34.344837,Sopur,JammuandKashmir,M,41,M39+,Xiaomi,S5.5L
-4227390061406585211,52791,2016-05-07 17:23:59,78.210609,26.241173,Gwalior,MadhyaPradesh,M,31,M29-31,Huawei,荣耀畅玩4X
-4225784705670776991,272481,2016-05-04 08:51:17,79.974754,23.182735,JabalpurCantonment,MadhyaPradesh,M,31,M29-31,Huawei,荣耀畅玩4C
-4212854704883642594,12616,2016-05-07 12:51:24,75.925179,22.787218,Indore,MadhyaPradesh,M,58,M39+,Samsung,Galaxy Trend 3
-4212774056255907894,490144,2016-05-04 00:02:34,76.423508,21.909096,Khandwa,MadhyaPradesh,M,38,M32-38,Huawei,Ascend G700T
-4211459116369940222,27258,2016-05-06 22:04:52,76.348633,23.454758,Shajapur,MadhyaPradesh,F,28,F27-28,Samsung,乐檬K3
-4205918289276445604,12356,2016-05-05 12:24:28,75.94442,22.784988,Indore,MadhyaPradesh,F,21,F23-,锤子,坚果手机
-4204647240137293949,187049,2016-05-05 00:08:05,79.604958,22.151968,Seoni,MadhyaPradesh,M,55,M39+,Xiaomi,红米
-4198324679333767228,526567,2016-05-01 18:55:25,75.107475,23.375792,Ratlam,MadhyaPradesh,F,29,F29-32,Xiaomi,红米
-4194712380367523260,761037,2016-05-02 07:52:49,81.593025,20.735165,Dhamtari,Chhattisgarh,M,21,M22-,vivo,X3T
-4193970029187161823,244474,2016-05-02 07:06:11,82.350288,23.915915,Singrauli,MadhyaPradesh,F,43,F43+,Xiaomi,红米note
-4191450718513845949,14245,2016-05-07 13:43:06,75.939697,22.788181,Indore,MadhyaPradesh,M,35,M32-38,OPPO,R3
-4181409079159948567,363249,2016-05-05 21:02:14,74.899727,32.808247,Jammu,JammuandKashmir,M,26,M23-26,Xiaomi,MI 2A
-4180524547237520433,780785,2016-05-05 23:13:02,77.847237,22.649706,Itarsi,MadhyaPradesh,M,36,M32-38,Samsung,Galaxy Note 3
-4178977435473792640,12941,2016-05-01 13:17:12,75.903725,22.756386,Indore,MadhyaPradesh,M,45,M39+,HTC,G11
-4164952295871595064,465831,2016-05-05 16:55:35,77.952904,29.914228,Rurki,Uttaranchal,M,27,M27-28,vivo,Y613
-4161714638987122898,10751,2016-05-05 11:23:14,75.943703,22.751522,Indore,MadhyaPradesh,M,24,M23-26,Samsung,Galaxy S4
-4159383280157310131,47650,2016-05-06 14:51:58,75.83223,23.244411,Ujjain,MadhyaPradesh,F,28,F27-28,Coolpad,大神F1
-4157986267512566768,14077,2016-05-06 13:08:29,75.926361,22.750872,Indore,MadhyaPradesh,F,34,F33-42,朵唯,T35
-4153913356815067763,174585,2016-05-01 00:10:35,78.851059,24.754194,Tikamgarh,MadhyaPradesh,M,46,M39+,vivo,Y11
-4149638310769804406,10655,2016-05-04 11:21:31,75.945709,22.808802,Indore,MadhyaPradesh,F,23,F23-,Xiaomi,红米note增强版
-4149192445864681294,11615,2016-05-02 12:26:44,75.899857,22.759636,Indore,MadhyaPradesh,F,33,F33-42,Samsung,Galaxy A7
-4146837303922743367,129469,2016-05-02 11:46:28,77.471039,23.338024,Bhopal,MadhyaPradesh,F,38,F33-42,Huawei,荣耀畅玩4X
-4146141518375530183,10506,2016-05-03 11:45:04,75.918121,22.780298,Indore,MadhyaPradesh,F,54,F43+,Huawei,荣耀6
-4144674661869900295,2872267,2016-05-03 07:11:19,94.134407,25.688953,Kohima,Nagaland,M,23,M23-26,Samsung,Galaxy Mega 2
-4143752107382450232,78003,2016-05-04 10:22:24,75.480186,23.530504,Nagda,MadhyaPradesh,M,22,M22-,Samsung,S7568
-4138487589360416950,356265,2016-05-05 17:39:54,83.255005,23.220221,Ambikapur,Chhattisgarh,F,52,F43+,Samsung,Galaxy Note Edge
-4131228519504751902,38319,2016-05-03 09:00:46,77.214912,24.515247,Raghogarh,MadhyaPradesh,M,23,M23-26,Samsung,A2860
-4116551377983639070,2008608,2016-05-06 21:34:57,81.319679,21.246078,Durg,Chhattisgarh,M,33,M32-38,Huawei,荣耀3X
-4116342641784163525,25809,2016-05-07 21:00:23,77.105713,23.297209,Sehore,MadhyaPradesh,M,33,M32-38,Coolpad,大神F1Plus
-4114711979599249156,28435,2016-05-04 23:40:45,75.386497,22.647356,Dhar,MadhyaPradesh,M,24,M23-26,Huawei,Ascend P6
-4111718061946643069,209834,2016-05-02 20:52:03,77.965431,23.864691,Basoda,MadhyaPradesh,M,25,M23-26,OPPO,1107
-4101501550216060681,1371761,2016-05-03 14:35:39,78.017471,30.398252,DehraDunCantonment,Uttaranchal,M,62,M39+,Xiaomi,MI 2S
-4098211844732212631,168226,2016-05-06 22:42:06,76.121559,23.032591,Dewas,MadhyaPradesh,M,42,M39+,OPPO,R5
-4085518330530454940,11251,2016-05-07 11:23:42,75.956871,22.754349,Indore,MadhyaPradesh,M,26,M23-26,Huawei,G730-U00
-4083504473826557476,10961,2016-05-06 11:05:14,75.94931,22.755936,Indore,MadhyaPradesh,F,30,F29-32,Xiaomi,红米note增强版
-4083239261922710220,676664,2016-05-03 14:04:49,75.171127,32.973061,Udhampur,JammuandKashmir,F,34,F33-42,OPPO,R821T
-4082629959312562515,26304,2016-05-02 22:06:13,75.187363,33.02203,Udhampur,JammuandKashmir,M,45,M39+,Samsung,Galaxy S5
-4077858706134722276,91540,2016-05-07 15:07:43,77.223885,24.526489,Raghogarh,MadhyaPradesh,M,23,M23-26,vivo,X5Pro
-4069328916434273195,299144,2016-05-03 08:39:16,74.937347,32.741924,Jammu,JammuandKashmir,M,32,M32-38,Samsung,乐檬K3 Note
-4064156009938599496,10697,2016-05-04 11:44:25,75.94957,22.759504,Indore,MadhyaPradesh,F,31,F29-32,OPPO,Find 5
-4061988125057470950,427912,2016-05-06 18:24:52,75.825592,23.260593,Ujjain,MadhyaPradesh,F,61,F43+,Huawei,Ascend P6
-4058986364773314283,2956255,2016-05-05 20:15:16,80.297943,29.661133,Pithoragarh,Uttaranchal,M,17,M22-,Coolpad,F2
-4057838755148680625,12996,2016-05-02 13:31:49,75.90789,22.804281,Indore,MadhyaPradesh,M,28,M27-28,Xiaomi,小米note
-4052435663810476403,1555595,2016-05-05 18:52:41,74.838509,34.104744,Srinagar,JammuandKashmir,M,25,M23-26,Xiaomi,红米2A
-4047651322710362056,12602,2016-05-07 12:27:14,75.958427,22.769764,Indore,MadhyaPradesh,M,41,M39+,Huawei,荣耀畅玩4X
-4045832947911444391,25698,2016-05-06 20:59:47,81.714371,21.27388,Raipur,Chhattisgarh,M,40,M39+,Coolpad,9190l
-4032911390089743475,90231,2016-05-03 10:29:14,78.025276,30.423094,DehraDunCantonment,Uttaranchal,M,24,M23-26,Xiaomi,小米note
-4032015837255151450,184849,2016-05-07 19:27:45,74.881096,24.51722,Nimach,MadhyaPradesh,M,23,M23-26,Samsung,Galaxy S3
-4030715462399073729,110913,2016-05-02 21:59:59,76.134758,23.024986,Dewas,MadhyaPradesh,M,33,M32-38,Xiaomi,MI 3
-4029890804452224360,77254,2016-05-06 09:29:33,81.458305,23.324293,Shahdol,MadhyaPradesh,M,26,M23-26,HTC,One S
-4027740844476338269,107633,2016-05-01 21:06:02,77.138672,22.372143,Harda,MadhyaPradesh,M,26,M23-26,vivo,X3T
-4021858168813690343,1750128,2016-05-03 15:05:44,74.855156,34.188381,Srinagar,JammuandKashmir,M,60,M39+,Xiaomi,红米
-4017120442900181005,66133,2016-05-05 03:28:31,77.990677,30.417419,DehraDunCantonment,Uttaranchal,F,45,F43+,Xiaomi,红米2A
-4016255650393508212,824678,2016-05-02 19:33:36,78.280991,22.088623,Sarni,MadhyaPradesh,F,34,F33-42,Xiaomi,红米2
-4015607517569194672,13404,2016-05-03 13:08:09,75.893303,22.745436,Indore,MadhyaPradesh,F,27,F27-28,Huawei,荣耀7
-4015342202107443044,88750,2016-05-06 09:04:58,81.318771,21.285852,Durg,Chhattisgarh,F,48,F43+,leEco,超级手机1 Pro
-4006661022458156318,282970,2016-05-04 16:19:15,79.536469,29.292368,Haldwani,Uttaranchal,M,29,M29-31,Huawei,X1 7.0
-4002973171995538258,199938,2016-05-04 11:41:16,77.134163,22.374447,Harda,MadhyaPradesh,F,27,F27-28,中国移动,A1
-3998087574917377237,846321,2016-05-01 13:04:20,94.33638,26.13821,Wokha,Nagaland,F,20,F23-,Huawei,Ascend P7
-3996369545478287624,1174149,2016-05-02 10:19:16,80.273407,21.8832,Balaghat,MadhyaPradesh,M,31,M29-31,Xiaomi,MI 2
-3992415983799975340,833340,2016-05-02 03:11:42,94.142311,25.720043,Kohima,Nagaland,M,37,M32-38,Xiaomi,红米Note2
-3986205498977516561,11230,2016-05-07 11:43:35,75.955078,22.806137,Indore,MadhyaPradesh,F,20,F23-,Coolpad,8729
-3983147386519654242,200272,2016-05-05 11:13:20,78.199829,26.266586,Gwalior,MadhyaPradesh,M,31,M29-31,Xiaomi,红米2A
-3982580387774943623,10570,2016-05-04 11:35:37,75.900696,22.743687,Indore,MadhyaPradesh,M,29,M29-31,Huawei,G520-5000
-3980829182707261176,37337,2016-05-06 08:33:48,81.400856,23.340755,Shahdol,MadhyaPradesh,M,31,M29-31,Huawei,Ascend P7
-3970500200700490188,14434,2016-05-01 14:34:25,75.924286,22.802977,Indore,MadhyaPradesh,F,58,F43+,Coolpad,7295C
-3965900139993062690,2089107,2016-05-01 19:16:44,78.853539,24.823601,Tikamgarh,MadhyaPradesh,M,37,M32-38,Samsung,Galaxy Note 3
-3964419412192197704,48698,2016-05-04 15:32:36,81.578766,20.763367,Dhamtari,Chhattisgarh,M,28,M27-28,Xiaomi,MI 3
-3959715013390929328,421341,2016-05-02 00:03:25,76.231392,21.352375,Burhanpur,MadhyaPradesh,M,34,M32-38,Xiaomi,红米note增强版
-3958677927445823947,41300,2016-05-01 11:09:41,83.417282,21.960623,Raigarh,Chhattisgarh,M,21,M22-,Samsung,W2014
-3950774220209952924,13376,2016-05-03 13:02:51,75.89991,22.784821,Indore,MadhyaPradesh,F,20,F23-,Xiaomi,MI 4
-3950694815609942814,370956,2016-05-02 09:42:00,75.088524,23.371078,Ratlam,MadhyaPradesh,M,39,M39+,Samsung,Galaxy Mega 5.8
-3949495044490026074,54408,2016-05-06 18:06:38,79.615326,24.990421,Chhatarpur,MadhyaPradesh,M,35,M32-38,Meizu,MX4
-3948647760951277740,272299,2016-05-03 08:32:35,75.880173,22.795687,Indore,MadhyaPradesh,M,33,M32-38,Xiaomi,MI 2S
-3941816237190969062,141326,2016-05-02 19:14:39,75.802765,22.577271,Mau,MadhyaPradesh,M,36,M32-38,Samsung,Galaxy Trend 3
-3926253012417840160,55075,2016-05-02 19:55:51,79.037949,29.254551,Kashipur,Uttaranchal,M,43,M39+,Xiaomi,MI 4
-3925338042295277868,90061,2016-05-02 10:51:02,77.334579,24.739483,Guna,MadhyaPradesh,M,53,M39+,Huawei,荣耀畅玩4X
-3925034777747115412,60255,2016-05-01 22:18:42,75.650352,21.867729,Khargone,MadhyaPradesh,M,22,M22-,leEco,超级手机Max
-3924530915656085765,37704,2016-05-07 08:38:22,75.372505,22.62599,Dhar,MadhyaPradesh,M,24,M23-26,Xiaomi,红米note增强版
-3920184158256407071,77171,2016-05-06 09:44:28,77.778938,24.601261,Ashoknagar,MadhyaPradesh,F,25,F24-26,Samsung,Galaxy Note 3
-3918456107891096933,11506,2016-05-02 12:25:13,75.950912,22.762354,Indore,MadhyaPradesh,M,35,M32-38,Huawei,荣耀6 Plus
-3915695971379979903,41841,2016-05-03 11:45:41,82.288834,23.872313,Singrauli,MadhyaPradesh,F,46,F43+,Samsung,Galaxy S3
-3911461053465677892,3137478,2016-05-04 14:29:21,78.778931,23.932343,Sagar,MadhyaPradesh,F,52,F43+,Samsung,Galaxy S2
-3911176893411683812,2350277,2016-05-05 18:58:06,77.944984,21.93049,Betul,MadhyaPradesh,M,43,M39+,Xiaomi,MI 4
-3899376207538022728,12102,2016-05-04 12:14:04,75.946991,22.76553,Indore,MadhyaPradesh,F,24,F24-26,Huawei,Ascend P6
-3880273399765009194,41755,2016-05-03 11:02:20,82.206718,22.134628,Bilaspur,Chhattisgarh,F,58,F43+,Huawei,荣耀畅玩4C
-3876389844345742118,319138,2016-05-04 20:33:19,77.985596,21.935875,Betul,MadhyaPradesh,M,34,M32-38,Samsung,Galaxy Grand
-3875907942493452740,11913,2016-05-04 12:15:37,75.915939,22.784519,Indore,MadhyaPradesh,M,20,M22-,Xiaomi,MI 4
-3873169361824308228,185905,2016-05-01 00:36:42,82.295258,23.918167,Singrauli,MadhyaPradesh,F,29,F29-32,Xiaomi,MI 4
-3861862675756404953,47708,2016-05-06 14:13:32,75.331856,22.652412,Dhar,MadhyaPradesh,M,32,M32-38,OPPO,R827T
-3859751359584472885,11344,2016-05-01 12:34:04,75.919693,22.77437,Indore,MadhyaPradesh,M,30,M29-31,Samsung,Galaxy Win
-3857410204003273546,14892,2016-05-04 14:03:28,75.917747,22.751118,Indore,MadhyaPradesh,M,28,M27-28,vivo,Y37
-3855262151029463232,235636,2016-05-07 20:15:45,78.208618,26.317528,Gwalior,MadhyaPradesh,M,28,M27-28,leEco,超级手机1
-3845046065455222134,1211439,2016-05-06 19:56:10,78.81517,23.905962,Sagar,MadhyaPradesh,M,27,M27-28,Coolpad,大神Note3
-3844712843824072368,363659,2016-05-07 21:41:58,80.456284,23.919565,Murwara,MadhyaPradesh,M,27,M27-28,Xiaomi,MI 2
-3842698232355657155,13558,2016-05-04 13:35:21,75.895355,22.812061,Indore,MadhyaPradesh,F,24,F24-26,OPPO,R833T
-3841768074509928175,208942,2016-05-02 18:58:50,76.368996,21.873888,Khandwa,MadhyaPradesh,M,29,M29-31,OPPO,U705T
-3840875038432255296,96768,2016-05-03 12:20:42,75.801804,22.581411,Mau,MadhyaPradesh,M,35,M32-38,Samsung,Galaxy S6 Edge
-3839598179393119976,41337,2016-05-01 11:43:24,75.792862,23.211529,Ujjain,MadhyaPradesh,M,26,M23-26,OPPO,R7s
-3834849237064034193,14924,2016-05-04 14:05:53,75.882797,22.795406,Indore,MadhyaPradesh,F,29,F29-32,vivo,S7
-3828141302364789071,421578,2016-05-03 00:26:42,82.044022,19.158377,Jagdalpur,Chhattisgarh,M,31,M29-31,Coolpad,8730L
-3826044321964511433,13541,2016-05-04 13:34:09,75.905228,22.732927,Indore,MadhyaPradesh,M,43,M39+,Xiaomi,红米note
